ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	ENTRY	COG
2713	Proto	sentarse		*yasa	*yasa	351 *yasa, yas-i, "sentarse". - ТЕР dáha_"estar sentado"; O dasa, Еn dáse-; Y MA yeésa; Vb yahsá, Va yasi-pá, ТА asá, asi-; TR nesa-.	351
2714	Proto	sentarse		yas-i	yas-i	351 *yasa, yas-i, "sentarse". - ТЕР dáha_"estar sentado"; O dasa, Еn dáse-; Y MA yeésa; Vb yahsá, Va yasi-pá, ТА asá, asi-; TR nesa-.	351
2715	TEP	sentarse	estar sentado	dáha	dáha	351 *yasa, yas-i, "sentarse". - ТЕР dáha_"estar sentado"; O dasa, Еn dáse-; Y MA yeésa; Vb yahsá, Va yasi-pá, ТА asá, asi-; TR nesa-.	351
2716	O	sentarse		dasa	dasa	351 *yasa, yas-i, "sentarse". - ТЕР dáha_"estar sentado"; O dasa, Еn dáse-; Y MA yeésa; Vb yahsá, Va yasi-pá, ТА asá, asi-; TR nesa-.	351
2717	En	sentarse		dáse-	dáse-	351 *yasa, yas-i, "sentarse". - ТЕР dáha_"estar sentado"; O dasa, Еn dáse-; Y MA yeésa; Vb yahsá, Va yasi-pá, ТА asá, asi-; TR nesa-.	351
2718	MA	sentarse		MA yeésa	yeésa	351 *yasa, yas-i, "sentarse". - ТЕР dáha_"estar sentado"; O dasa, Еn dáse-; Y MA yeésa; Vb yahsá, Va yasi-pá, ТА asá, asi-; TR nesa-.	351
2719	Y	sentarse		MA yeésa	MA yeésa	351 *yasa, yas-i, "sentarse". - ТЕР dáha_"estar sentado"; O dasa, Еn dáse-; Y MA yeésa; Vb yahsá, Va yasi-pá, ТА asá, asi-; TR nesa-.	351
2720	Vb	sentarse		yahsá	yahsá	351 *yasa, yas-i, "sentarse". - ТЕР dáha_"estar sentado"; O dasa, Еn dáse-; Y MA yeésa; Vb yahsá, Va yasi-pá, ТА asá, asi-; TR nesa-.	351
2721	Va	sentarse		yasi-pá	yasi-pá	351 *yasa, yas-i, "sentarse". - ТЕР dáha_"estar sentado"; O dasa, Еn dáse-; Y MA yeésa; Vb yahsá, Va yasi-pá, ТА asá, asi-; TR nesa-.	351
2722	TA	sentarse		asá	asá	351 *yasa, yas-i, "sentarse". - ТЕР dáha_"estar sentado"; O dasa, Еn dáse-; Y MA yeésa; Vb yahsá, Va yasi-pá, ТА asá, asi-; TR nesa-.	351
2723	TA	sentarse		asi-	asi-	351 *yasa, yas-i, "sentarse". - ТЕР dáha_"estar sentado"; O dasa, Еn dáse-; Y MA yeésa; Vb yahsá, Va yasi-pá, ТА asá, asi-; TR nesa-.	351
2724	TR	sentarse		nesa-.	nesa-.	351 *yasa, yas-i, "sentarse". - ТЕР dáha_"estar sentado"; O dasa, Еn dáse-; Y MA yeésa; Vb yahsá, Va yasi-pá, ТА asá, asi-; TR nesa-.	351
447	Proto	sentarse (suj. plur.)		*ho	*ho	61 *ho, ho-i, "sentarse (suj. plur.)". - O hoi-, En hói-_"estar", Es ho-; Y hó-te, МА hoó-te; Va ohó-, ohé-, ТА hó_"vivir".	61
448	Proto	sentarse (suj. plur.)		ho-i	ho-i	61 *ho, ho-i, "sentarse (suj. plur.)". - O hoi-, En hói-_"estar", Es ho-; Y hó-te, МА hoó-te; Va ohó-, ohé-, ТА hó_"vivir".	61
449	O	sentarse (suj. plur.)		hoi-	hoi-	61 *ho, ho-i, "sentarse (suj. plur.)". - O hoi-, En hói-_"estar", Es ho-; Y hó-te, МА hoó-te; Va ohó-, ohé-, ТА hó_"vivir".	61
450	En	sentarse (suj. plur.)	estar	hói-	hói-	61 *ho, ho-i, "sentarse (suj. plur.)". - O hoi-, En hói-_"estar", Es ho-; Y hó-te, МА hoó-te; Va ohó-, ohé-, ТА hó_"vivir".	61
451	Es	sentarse (suj. plur.)		ho-	ho-	61 *ho, ho-i, "sentarse (suj. plur.)". - O hoi-, En hói-_"estar", Es ho-; Y hó-te, МА hoó-te; Va ohó-, ohé-, ТА hó_"vivir".	61
452	Y	sentarse (suj. plur.)		hó-te	hó-te	61 *ho, ho-i, "sentarse (suj. plur.)". - O hoi-, En hói-_"estar", Es ho-; Y hó-te, МА hoó-te; Va ohó-, ohé-, ТА hó_"vivir".	61
453	MA	sentarse (suj. plur.)		hoó-te	hoó-te	61 *ho, ho-i, "sentarse (suj. plur.)". - O hoi-, En hói-_"estar", Es ho-; Y hó-te, МА hoó-te; Va ohó-, ohé-, ТА hó_"vivir".	61
454	Va	sentarse (suj. plur.)		ohó-	ohó-	61 *ho, ho-i, "sentarse (suj. plur.)". - O hoi-, En hói-_"estar", Es ho-; Y hó-te, МА hoó-te; Va ohó-, ohé-, ТА hó_"vivir".	61
455	Va	sentarse (suj. plur.)		ohé-	ohé-	61 *ho, ho-i, "sentarse (suj. plur.)". - O hoi-, En hói-_"estar", Es ho-; Y hó-te, МА hoó-te; Va ohó-, ohé-, ТА hó_"vivir".	61
456	TA	sentarse (suj. plur.)	vivir	hó	hó	61 *ho, ho-i, "sentarse (suj. plur.)". - O hoi-, En hói-_"estar", Es ho-; Y hó-te, МА hoó-te; Va ohó-, ohé-, ТА hó_"vivir".	61
88	Proto	sentir, desear		*'ɨra	*'ɨra	12 *'ɨra, "sentir, desear". - O era, En éra-; Y 'eéya, MA éiya; TA erá, irá; TR -era-.	12
89	O	sentir, desear		era	era	12 *'ɨra, "sentir, desear". - O era, En éra-; Y 'eéya, MA éiya; TA erá, irá; TR -era-.	12
90	En	sentir, desear		éra-	éra-	12 *'ɨra, "sentir, desear". - O era, En éra-; Y 'eéya, MA éiya; TA erá, irá; TR -era-.	12
91	Y	sentir, desear		'eéya	'eéya	12 *'ɨra, "sentir, desear". - O era, En éra-; Y 'eéya, MA éiya; TA erá, irá; TR -era-.	12
92	MA	sentir, desear		éiya	éiya	12 *'ɨra, "sentir, desear". - O era, En éra-; Y 'eéya, MA éiya; TA erá, irá; TR -era-.	12
93	TA	sentir, desear		erá	erá	12 *'ɨra, "sentir, desear". - O era, En éra-; Y 'eéya, MA éiya; TA erá, irá; TR -era-.	12
94	TA	sentir, desear		irá	irá	12 *'ɨra, "sentir, desear". - O era, En éra-; Y 'eéya, MA éiya; TA erá, irá; TR -era-.	12
95	TR	sentir, desear		-era-.	-era-.	12 *'ɨra, "sentir, desear". - O era, En éra-; Y 'eéya, MA éiya; TA erá, irá; TR -era-.	12
2404	Proto	ser hondo		*toko	*toko	309 *toko, "ser hоndо". - Va to'kó-, ТА rо'kó; TR oko-_"hundirse".	309
2405	Va	ser hondo		to'kó-	to'kó-	309 *toko, "ser hоndо". - Va to'kó-, ТА rо'kó; TR oko-_"hundirse".	309
2406	TA	ser hondo		ro'kó	ro'kó	309 *toko, "ser hоndо". - Va to'kó-, ТА rо'kó; TR oko-_"hundirse".	309
2407	TR	ser hondo	hundirse	oko-	oko-	309 *toko, "ser hоndо". - Va to'kó-, ТА rо'kó; TR oko-_"hundirse".	309
650	Proto	serpiente		*ko	*ko	88 *ko, "serpiente". - ТЕР kó'о-i; O ko_"víbora", Еn bа-kó-с_"culebra"; Y.MA baá-ko-t_"culebra"; TR koó-t.	88
651	TEP	serpiente		kó'o-i	kó'o-i	88 *ko, "serpiente". - ТЕР kó'о-i; O ko_"víbora", Еn bа-kó-с_"culebra"; Y.MA baá-ko-t_"culebra"; TR koó-t.	88
652	O	serpiente	víbora	ko	ko	88 *ko, "serpiente". - ТЕР kó'о-i; O ko_"víbora", Еn bа-kó-с_"culebra"; Y.MA baá-ko-t_"culebra"; TR koó-t.	88
653	En	serpiente	culebra	ba-kó-c	ba-kó-c	88 *ko, "serpiente". - ТЕР kó'о-i; O ko_"víbora", Еn bа-kó-с_"culebra"; Y.MA baá-ko-t_"culebra"; TR koó-t.	88
654	Y	serpiente	culebra	baá-ko-t	baá-ko-t	88 *ko, "serpiente". - ТЕР kó'о-i; O ko_"víbora", Еn bа-kó-с_"culebra"; Y.MA baá-ko-t_"culebra"; TR koó-t.	88
655	MA	serpiente	culebra	baá-ko-t	baá-ko-t	88 *ko, "serpiente". - ТЕР kó'о-i; O ko_"víbora", Еn bа-kó-с_"culebra"; Y.MA baá-ko-t_"culebra"; TR koó-t.	88
656	TR	serpiente		koó-t.	koó-t.	88 *ko, "serpiente". - ТЕР kó'о-i; O ko_"víbora", Еn bа-kó-с_"culebra"; Y.MA baá-ko-t_"culebra"; TR koó-t.	88
2085	Proto	sol		*ta	*ta	267 *ta, "sol". - ТЕР tásai; O ta-t, En táwi; Y MA taá'а; Vb tahá, Va ta-hénari , ТА rа-yénari; TR tasa-lít.	267
2086	TEP	sol		tásai	tásai	267 *ta, "sol". - ТЕР tásai; O ta-t, En táwi; Y MA taá'а; Vb tahá, Va ta-hénari , ТА rа-yénari; TR tasa-lít.	267
2087	O	sol		ta-t	ta-t	267 *ta, "sol". - ТЕР tásai; O ta-t, En táwi; Y MA taá'а; Vb tahá, Va ta-hénari , ТА rа-yénari; TR tasa-lít.	267
2088	En	sol		táwi	táwi	267 *ta, "sol". - ТЕР tásai; O ta-t, En táwi; Y MA taá'а; Vb tahá, Va ta-hénari , ТА rа-yénari; TR tasa-lít.	267
2089	MA	sol		MA taá'a	taá'a	267 *ta, "sol". - ТЕР tásai; O ta-t, En táwi; Y MA taá'а; Vb tahá, Va ta-hénari , ТА rа-yénari; TR tasa-lít.	267
2090	Y	sol		MA taá'a	MA taá'a	267 *ta, "sol". - ТЕР tásai; O ta-t, En táwi; Y MA taá'а; Vb tahá, Va ta-hénari , ТА rа-yénari; TR tasa-lít.	267
2091	Vb	sol		tahá	tahá	267 *ta, "sol". - ТЕР tásai; O ta-t, En táwi; Y MA taá'а; Vb tahá, Va ta-hénari , ТА rа-yénari; TR tasa-lít.	267
2092	Va	sol		ta-hénari	ta-hénari	267 *ta, "sol". - ТЕР tásai; O ta-t, En táwi; Y MA taá'а; Vb tahá, Va ta-hénari , ТА rа-yénari; TR tasa-lít.	267
2093	TA	sol		ra-yénari	ra-yénari	267 *ta, "sol". - ТЕР tásai; O ta-t, En táwi; Y MA taá'а; Vb tahá, Va ta-hénari , ТА rа-yénari; TR tasa-lít.	267
2094	TR	sol		tasa-lít.	tasa-lít.	267 *ta, "sol". - ТЕР tásai; O ta-t, En táwi; Y MA taá'а; Vb tahá, Va ta-hénari , ТА rа-yénari; TR tasa-lít.	267
1659	Proto	soltarse		*pota	*pota	215 *pota, "soltarse". - Y bú-tа, МА bút-tia_"desatar"; Va ро'tá-, ТА botá, bо'tá.	215
1660	Y	soltarse		bú-ta	bú-ta	215 *pota, "soltarse". - Y bú-tа, МА bút-tia_"desatar"; Va ро'tá-, ТА botá, bо'tá.	215
1661	MA	soltarse	desatar	bút-tia	bút-tia	215 *pota, "soltarse". - Y bú-tа, МА bút-tia_"desatar"; Va ро'tá-, ТА botá, bо'tá.	215
1662	Va	soltarse		po'tá-	po'tá-	215 *pota, "soltarse". - Y bú-tа, МА bút-tia_"desatar"; Va ро'tá-, ТА botá, bо'tá.	215
1663	TA	soltarse		botá	botá	215 *pota, "soltarse". - Y bú-tа, МА bút-tia_"desatar"; Va ро'tá-, ТА botá, bо'tá.	215
1664	TA	soltarse		bo'tá.	bo'tá.	215 *pota, "soltarse". - Y bú-tа, МА bút-tia_"desatar"; Va ро'tá-, ТА botá, bо'tá.	215
422	Proto	sombra		*hɨka	*hɨka	58 *hɨka, "sombra". - ТЕР 'ɨɨká-gɨ; O heka, Еn heká-; Y Ма hékka; Va hehka-, ТА ká.	58
423	TEP	sombra		'ɨɨká-gɨ	'ɨɨká-gɨ	58 *hɨka, "sombra". - ТЕР 'ɨɨká-gɨ; O heka, Еn heká-; Y Ма hékka; Va hehka-, ТА ká.	58
424	O	sombra		heka	heka	58 *hɨka, "sombra". - ТЕР 'ɨɨká-gɨ; O heka, Еn heká-; Y Ма hékka; Va hehka-, ТА ká.	58
425	En	sombra		heká-	heká-	58 *hɨka, "sombra". - ТЕР 'ɨɨká-gɨ; O heka, Еn heká-; Y Ма hékka; Va hehka-, ТА ká.	58
426	Ma	sombra		Ma hékka	hékka	58 *hɨka, "sombra". - ТЕР 'ɨɨká-gɨ; O heka, Еn heká-; Y Ма hékka; Va hehka-, ТА ká.	58
427	Y	sombra		Ma hékka	Ma hékka	58 *hɨka, "sombra". - ТЕР 'ɨɨká-gɨ; O heka, Еn heká-; Y Ма hékka; Va hehka-, ТА ká.	58
428	Va	sombra		hehka-	hehka-	58 *hɨka, "sombra". - ТЕР 'ɨɨká-gɨ; O heka, Еn heká-; Y Ма hékka; Va hehka-, ТА ká.	58
429	TA	sombra		ká.	ká.	58 *hɨka, "sombra". - ТЕР 'ɨɨká-gɨ; O heka, Еn heká-; Y Ма hékka; Va hehka-, ТА ká.	58
1692	Proto	soplar		*puca	*puca	219 *рuса, "soplar". - ТЕР vúsitai; O рuса, Еn -рúса-; Y púh-ta, МА púh-tia-; Va ih-рúса-_"saborear tabaco", ТА рúса.	219
1693	TEP	soplar		vúsitai	vúsitai	219 *рuса, "soplar". - ТЕР vúsitai; O рuса, Еn -рúса-; Y púh-ta, МА púh-tia-; Va ih-рúса-_"saborear tabaco", ТА рúса.	219
1694	O	soplar		puca	puca	219 *рuса, "soplar". - ТЕР vúsitai; O рuса, Еn -рúса-; Y púh-ta, МА púh-tia-; Va ih-рúса-_"saborear tabaco", ТА рúса.	219
1695	En	soplar		-púca-	-púca-	219 *рuса, "soplar". - ТЕР vúsitai; O рuса, Еn -рúса-; Y púh-ta, МА púh-tia-; Va ih-рúса-_"saborear tabaco", ТА рúса.	219
1696	Y	soplar		púh-ta	púh-ta	219 *рuса, "soplar". - ТЕР vúsitai; O рuса, Еn -рúса-; Y púh-ta, МА púh-tia-; Va ih-рúса-_"saborear tabaco", ТА рúса.	219
1697	MA	soplar		púh-tia-	púh-tia-	219 *рuса, "soplar". - ТЕР vúsitai; O рuса, Еn -рúса-; Y púh-ta, МА púh-tia-; Va ih-рúса-_"saborear tabaco", ТА рúса.	219
1698	Va	soplar	saborear tabaco	ih-púca-	ih-púca-	219 *рuса, "soplar". - ТЕР vúsitai; O рuса, Еn -рúса-; Y púh-ta, МА púh-tia-; Va ih-рúса-_"saborear tabaco", ТА рúса.	219
1699	TA	soplar		púca.	púca.	219 *рuса, "soplar". - ТЕР vúsitai; O рuса, Еn -рúса-; Y púh-ta, МА púh-tia-; Va ih-рúса-_"saborear tabaco", ТА рúса.	219
374	Proto	subir		*hamu	*hamu	52 *hamu, "subir". - Еn hámu-; Y MA há'аmu; Va mо-hénа, ТА mо-.	52
375	En	subir		hámu-	hámu-	52 *hamu, "subir". - Еn hámu-; Y MA há'аmu; Va mо-hénа, ТА mо-.	52
376	MA	subir		MA há'amu	há'amu	52 *hamu, "subir". - Еn hámu-; Y MA há'аmu; Va mо-hénа, ТА mо-.	52
377	Y	subir		MA há'amu	MA há'amu	52 *hamu, "subir". - Еn hámu-; Y MA há'аmu; Va mо-hénа, ТА mо-.	52
378	Va	subir		mo-héna	mo-héna	52 *hamu, "subir". - Еn hámu-; Y MA há'аmu; Va mо-hénа, ТА mо-.	52
379	TA	subir		mo-.	mo-.	52 *hamu, "subir". - Еn hámu-; Y MA há'аmu; Va mо-hénа, ТА mо-.	52
2549	Proto	suegra		wasi	wasi	328bis wasi, "suegra". - Vb Va ТА wasí.	328bis
2550	Va	suegra		Va TA wasí.	TA wasí.	328bis wasi, "suegra". - Vb Va ТА wasí.	328bis
2551	Vb	suegra		Va TA wasí.	Va TA wasí.	328bis wasi, "suegra". - Vb Va ТА wasí.	328bis
2544	Proto	suegro		*wasɨ	*wasɨ	328 *wasɨ, "suegro". - O gwase, En gwáse-wa; Y.MA asé'e-bwa.	328
2545	O	suegro		gwase	gwase	328 *wasɨ, "suegro". - O gwase, En gwáse-wa; Y.MA asé'e-bwa.	328
2546	En	suegro		gwáse-wa	gwáse-wa	328 *wasɨ, "suegro". - O gwase, En gwáse-wa; Y.MA asé'e-bwa.	328
2547	Y	suegro		asé'e-bwa.	asé'e-bwa.	328 *wasɨ, "suegro". - O gwase, En gwáse-wa; Y.MA asé'e-bwa.	328
2548	MA	suegro		asé'e-bwa.	asé'e-bwa.	328 *wasɨ, "suegro". - O gwase, En gwáse-wa; Y.MA asé'e-bwa.	328
1550	Proto	tabaco		*pipa	*pipa	199 *pipa, "tabaco". - ТЕР vívai; O vih, En víva-; Y.MA biíba-; Vb pihpá, Va ТА wipá; TR wihá-t, wia-.	199
1551	TEP	tabaco		vívai	vívai	199 *pipa, "tabaco". - ТЕР vívai; O vih, En víva-; Y.MA biíba-; Vb pihpá, Va ТА wipá; TR wihá-t, wia-.	199
1552	O	tabaco		vih	vih	199 *pipa, "tabaco". - ТЕР vívai; O vih, En víva-; Y.MA biíba-; Vb pihpá, Va ТА wipá; TR wihá-t, wia-.	199
1553	En	tabaco		víva-	víva-	199 *pipa, "tabaco". - ТЕР vívai; O vih, En víva-; Y.MA biíba-; Vb pihpá, Va ТА wipá; TR wihá-t, wia-.	199
1554	Y	tabaco		biíba-	biíba-	199 *pipa, "tabaco". - ТЕР vívai; O vih, En víva-; Y.MA biíba-; Vb pihpá, Va ТА wipá; TR wihá-t, wia-.	199
1555	MA	tabaco		biíba-	biíba-	199 *pipa, "tabaco". - ТЕР vívai; O vih, En víva-; Y.MA biíba-; Vb pihpá, Va ТА wipá; TR wihá-t, wia-.	199
1556	Vb	tabaco		pihpá	pihpá	199 *pipa, "tabaco". - ТЕР vívai; O vih, En víva-; Y.MA biíba-; Vb pihpá, Va ТА wipá; TR wihá-t, wia-.	199
1557	TA	tabaco		TA wipá	wipá	199 *pipa, "tabaco". - ТЕР vívai; O vih, En víva-; Y.MA biíba-; Vb pihpá, Va ТА wipá; TR wihá-t, wia-.	199
1558	Va	tabaco		TA wipá	TA wipá	199 *pipa, "tabaco". - ТЕР vívai; O vih, En víva-; Y.MA biíba-; Vb pihpá, Va ТА wipá; TR wihá-t, wia-.	199
1559	TR	tabaco		wihá-t	wihá-t	199 *pipa, "tabaco". - ТЕР vívai; O vih, En víva-; Y.MA biíba-; Vb pihpá, Va ТА wipá; TR wihá-t, wia-.	199
1560	TR	tabaco		wia-.	wia-.	199 *pipa, "tabaco". - ТЕР vívai; O vih, En víva-; Y.MA biíba-; Vb pihpá, Va ТА wipá; TR wihá-t, wia-.	199
2238	Proto	tender		*tika	*tika	287 *tika, tik-i, "tender". - Р cihk, PI tekka; O tekka-, Еn téka- МА teéka; Va teká, tegi-, ТА reká, riki-.	287
2239	Proto	tender		tik-i	tik-i	287 *tika, tik-i, "tender". - Р cihk, PI tekka; O tekka-, Еn téka- МА teéka; Va teká, tegi-, ТА reká, riki-.	287
2240	P	tender		cihk	cihk	287 *tika, tik-i, "tender". - Р cihk, PI tekka; O tekka-, Еn téka- МА teéka; Va teká, tegi-, ТА reká, riki-.	287
2241	PI	tender		tekka	tekka	287 *tika, tik-i, "tender". - Р cihk, PI tekka; O tekka-, Еn téka- МА teéka; Va teká, tegi-, ТА reká, riki-.	287
2242	O	tender		tekka-	tekka-	287 *tika, tik-i, "tender". - Р cihk, PI tekka; O tekka-, Еn téka- МА teéka; Va teká, tegi-, ТА reká, riki-.	287
2243	En	tender		téka- MA teéka	téka- MA teéka	287 *tika, tik-i, "tender". - Р cihk, PI tekka; O tekka-, Еn téka- МА teéka; Va teká, tegi-, ТА reká, riki-.	287
2244	Va	tender		teká	teká	287 *tika, tik-i, "tender". - Р cihk, PI tekka; O tekka-, Еn téka- МА teéka; Va teká, tegi-, ТА reká, riki-.	287
2245	Va	tender		tegi-	tegi-	287 *tika, tik-i, "tender". - Р cihk, PI tekka; O tekka-, Еn téka- МА teéka; Va teká, tegi-, ТА reká, riki-.	287
2246	TA	tender		reká	reká	287 *tika, tik-i, "tender". - Р cihk, PI tekka; O tekka-, Еn téka- МА teéka; Va teká, tegi-, ТА reká, riki-.	287
2247	TA	tender		riki-.	riki-.	287 *tika, tik-i, "tender". - Р cihk, PI tekka; O tekka-, Еn téka- МА teéka; Va teká, tegi-, ТА reká, riki-.	287
149	Proto	tener dificultad, ser flojo		*'opɨ	*'opɨ	20 *'opɨ, "tener dificultad, ser flojo". - O ove, owe, En ób-; Y 'o'óbe, 'oóbe, MA oóbe.	20
150	O	tener dificultad, ser flojo		ove	ove	20 *'opɨ, "tener dificultad, ser flojo". - O ove, owe, En ób-; Y 'o'óbe, 'oóbe, MA oóbe.	20
151	O	tener dificultad, ser flojo		owe	owe	20 *'opɨ, "tener dificultad, ser flojo". - O ove, owe, En ób-; Y 'o'óbe, 'oóbe, MA oóbe.	20
152	En	tener dificultad, ser flojo		ób-	ób-	20 *'opɨ, "tener dificultad, ser flojo". - O ove, owe, En ób-; Y 'o'óbe, 'oóbe, MA oóbe.	20
153	Y	tener dificultad, ser flojo		'o'óbe	'o'óbe	20 *'opɨ, "tener dificultad, ser flojo". - O ove, owe, En ób-; Y 'o'óbe, 'oóbe, MA oóbe.	20
154	Y	tener dificultad, ser flojo		'oóbe	'oóbe	20 *'opɨ, "tener dificultad, ser flojo". - O ove, owe, En ób-; Y 'o'óbe, 'oóbe, MA oóbe.	20
155	MA	tener dificultad, ser flojo		oóbe.	oóbe.	20 *'opɨ, "tener dificultad, ser flojo". - O ove, owe, En ób-; Y 'o'óbe, 'oóbe, MA oóbe.	20
1025	Proto	tener miedo		*mahawa	*mahawa	132 *mahawa, "tener miedo". - Y máhhae, МА máhwe; Vb mahawá, Vа maha-, ТА mahawá.	132
1026	Y	tener miedo		máhhae	máhhae	132 *mahawa, "tener miedo". - Y máhhae, МА máhwe; Vb mahawá, Vа maha-, ТА mahawá.	132
1027	MA	tener miedo		máhwe	máhwe	132 *mahawa, "tener miedo". - Y máhhae, МА máhwe; Vb mahawá, Vа maha-, ТА mahawá.	132
1028	Vb	tener miedo		mahawá	mahawá	132 *mahawa, "tener miedo". - Y máhhae, МА máhwe; Vb mahawá, Vа maha-, ТА mahawá.	132
1029	Va	tener miedo		maha-	maha-	132 *mahawa, "tener miedo". - Y máhhae, МА máhwe; Vb mahawá, Vа maha-, ТА mahawá.	132
1030	TA	tener miedo		mahawá.	mahawá.	132 *mahawa, "tener miedo". - Y máhhae, МА máhwe; Vb mahawá, Vа maha-, ТА mahawá.	132
2202	Proto	tener vergüenza		*tiwɨ	*tiwɨ	282 *tiwɨ, "tener vergüenza". - O tigwi-ci; En tíwe-; Y MA tiíwe; ТА riwí-i_"tenerle vergüenza".	282
2203	O	tener vergüenza		tigwi-ci	tigwi-ci	282 *tiwɨ, "tener vergüenza". - O tigwi-ci; En tíwe-; Y MA tiíwe; ТА riwí-i_"tenerle vergüenza".	282
2204	En	tener vergüenza		tíwe-	tíwe-	282 *tiwɨ, "tener vergüenza". - O tigwi-ci; En tíwe-; Y MA tiíwe; ТА riwí-i_"tenerle vergüenza".	282
2205	MA	tener vergüenza		MA tiíwe	tiíwe	282 *tiwɨ, "tener vergüenza". - O tigwi-ci; En tíwe-; Y MA tiíwe; ТА riwí-i_"tenerle vergüenza".	282
2206	Y	tener vergüenza		MA tiíwe	MA tiíwe	282 *tiwɨ, "tener vergüenza". - O tigwi-ci; En tíwe-; Y MA tiíwe; ТА riwí-i_"tenerle vergüenza".	282
2207	TA	tener vergüenza	tenerle vergüenza	riwí-i	riwí-i	282 *tiwɨ, "tener vergüenza". - O tigwi-ci; En tíwe-; Y MA tiíwe; ТА riwí-i_"tenerle vergüenza".	282
1498	Proto	teta		*pi	*pi	191 *pi, "teta". - ТЕР vi-pí; En ví-t; Y pí-pi-m, MA pí-ppi-m; Va pi'-wá; TR wi-múr.	191
1499	TEP	teta		vi-pí	vi-pí	191 *pi, "teta". - ТЕР vi-pí; En ví-t; Y pí-pi-m, MA pí-ppi-m; Va pi'-wá; TR wi-múr.	191
1500	En	teta		ví-t	ví-t	191 *pi, "teta". - ТЕР vi-pí; En ví-t; Y pí-pi-m, MA pí-ppi-m; Va pi'-wá; TR wi-múr.	191
1501	Y	teta		pí-pi-m	pí-pi-m	191 *pi, "teta". - ТЕР vi-pí; En ví-t; Y pí-pi-m, MA pí-ppi-m; Va pi'-wá; TR wi-múr.	191
1502	MA	teta		pí-ppi-m	pí-ppi-m	191 *pi, "teta". - ТЕР vi-pí; En ví-t; Y pí-pi-m, MA pí-ppi-m; Va pi'-wá; TR wi-múr.	191
1503	Va	teta		pi'-wá	pi'-wá	191 *pi, "teta". - ТЕР vi-pí; En ví-t; Y pí-pi-m, MA pí-ppi-m; Va pi'-wá; TR wi-múr.	191
1504	TR	teta		wi-múr.	wi-múr.	191 *pi, "teta". - ТЕР vi-pí; En ví-t; Y pí-pi-m, MA pí-ppi-m; Va pi'-wá; TR wi-múr.	191
969	Proto	tierra		*kwiya	*kwiya	126 *kwiya, "tierra". - ТЕР bídai; Y bwía, МА bwíyа; Vb we'ehé, Va we'é, ТА weé; TR kwira-.	126
970	TEP	tierra		bídai	bídai	126 *kwiya, "tierra". - ТЕР bídai; Y bwía, МА bwíyа; Vb we'ehé, Va we'é, ТА weé; TR kwira-.	126
971	Y	tierra		bwía	bwía	126 *kwiya, "tierra". - ТЕР bídai; Y bwía, МА bwíyа; Vb we'ehé, Va we'é, ТА weé; TR kwira-.	126
972	MA	tierra		bwíya	bwíya	126 *kwiya, "tierra". - ТЕР bídai; Y bwía, МА bwíyа; Vb we'ehé, Va we'é, ТА weé; TR kwira-.	126
973	Vb	tierra		we'ehé	we'ehé	126 *kwiya, "tierra". - ТЕР bídai; Y bwía, МА bwíyа; Vb we'ehé, Va we'é, ТА weé; TR kwira-.	126
974	Va	tierra		we'é	we'é	126 *kwiya, "tierra". - ТЕР bídai; Y bwía, МА bwíyа; Vb we'ehé, Va we'é, ТА weé; TR kwira-.	126
975	TA	tierra		weé	weé	126 *kwiya, "tierra". - ТЕР bídai; Y bwía, МА bwíyа; Vb we'ehé, Va we'é, ТА weé; TR kwira-.	126
976	TR	tierra		kwira-.	kwira-.	126 *kwiya, "tierra". - ТЕР bídai; Y bwía, МА bwíyа; Vb we'ehé, Va we'é, ТА weé; TR kwira-.	126
2537	Proto	tierra de siembra		*wasa	*wasa	327 *wasa, "tierra dе siembra". - PI ga-ga; O gwassa. En gwása-; Y waása, MA gwaása; Va ТА wasá.	327
2538	PI	tierra de siembra		ga-ga	ga-ga	327 *wasa, "tierra dе siembra". - PI ga-ga; O gwassa. En gwása-; Y waása, MA gwaása; Va ТА wasá.	327
2539	O	tierra de siembra		gwassa. En gwása-	gwassa. En gwása-	327 *wasa, "tierra dе siembra". - PI ga-ga; O gwassa. En gwása-; Y waása, MA gwaása; Va ТА wasá.	327
2540	Y	tierra de siembra		waása	waása	327 *wasa, "tierra dе siembra". - PI ga-ga; O gwassa. En gwása-; Y waása, MA gwaása; Va ТА wasá.	327
2541	MA	tierra de siembra		gwaása	gwaása	327 *wasa, "tierra dе siembra". - PI ga-ga; O gwassa. En gwása-; Y waása, MA gwaása; Va ТА wasá.	327
2542	TA	tierra de siembra		TA wasá.	wasá.	327 *wasa, "tierra dе siembra". - PI ga-ga; O gwassa. En gwása-; Y waása, MA gwaása; Va ТА wasá.	327
2543	Va	tierra de siembra		TA wasá.	TA wasá.	327 *wasa, "tierra dе siembra". - PI ga-ga; O gwassa. En gwása-; Y waása, MA gwaása; Va ТА wasá.	327
2465	Proto	tigre		*tuci	*tuci	319 *tuci, "tigre ". - O tuci, En tucí; ТА ru'сí_"gato тоntés".	319
2466	O	tigre		tuci	tuci	319 *tuci, "tigre ". - O tuci, En tucí; ТА ru'сí_"gato тоntés".	319
2467	En	tigre		tucí	tucí	319 *tuci, "tigre ". - O tuci, En tucí; ТА ru'сí_"gato тоntés".	319
